ruleId,ruleName,severity,precision,cwe,file,startLine,startColumn,endLine,endColumn,message,helpUri,contextStart,contextEnd,snippet
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/runtest.c,3891,5,3891,11,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,3886,3896,"    xmlTextReaderPtr reader;
    xmlDocPtr doc;

    len = strlen(filename);
    len -= 4;
    memcpy(xml, filename, len);
    xml[len] = 0;
    if (snprintf(result, 499, ""result/pattern/%s"", baseFilename(xml)) >= 499)
        result[499] = 0;
    memcpy(xml + len, "".xml"", 5);
"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/runtest.c,3895,5,3895,11,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,3890,3900,"    len -= 4;
    memcpy(xml, filename, len);
    xml[len] = 0;
    if (snprintf(result, 499, ""result/pattern/%s"", baseFilename(xml)) >= 499)
        result[499] = 0;
    memcpy(xml + len, "".xml"", 5);

    if (!checkTestFile(xml) && !update_results) {
	fprintf(stderr, ""Missing xml file %s\n"", xml);
	return(-1);
    }"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/hash.c,191,6,191,12,CWE-120: Potential Buffer Overflow via memset (unchecked length).,,186,196,"        table->dict = NULL;
        table->size = size;
	table->nbElems = 0;
        table->table = xmlMalloc(size * sizeof(xmlHashEntry));
        if (table->table) {
	    memset(table->table, 0, size * sizeof(xmlHashEntry));
#ifdef HASH_RANDOMIZATION
            table->random_seed = __xmlRandom();
#endif
	    return(table);
        }"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/runtest.c,3922,6,3922,11,CWE-120: Potential Buffer Overflow via fgets (unchecked length).,,3917,3927,"    }
    while (1) {
	/*
	 * read one line in string buffer.
	 */
	if (fgets (&str[0], sizeof (str) - 1, f) == NULL)
	   break;

	/*
	 * remove the ending spaces
	 */"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/uri.c,2334,6,2334,12,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,2329,2339,"     * Finish up with the end of the URI
     */
    if (uptr != NULL) {
        if ((vptr > val) && (len > 0) &&
	    (uptr[0] == '/') && (vptr[-1] == '/')) {
	    memcpy (vptr, uptr + 1, len - 1);
	    vptr[len - 2] = 0;
	} else {
	    memcpy (vptr, uptr, len);
	    vptr[len - 1] = 0;
	}"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/uri.c,2337,6,2337,12,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,2332,2342,"        if ((vptr > val) && (len > 0) &&
	    (uptr[0] == '/') && (vptr[-1] == '/')) {
	    memcpy (vptr, uptr + 1, len - 1);
	    vptr[len - 2] = 0;
	} else {
	    memcpy (vptr, uptr, len);
	    vptr[len - 1] = 0;
	}
    } else {
	vptr[len - 1] = 0;
    }"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/buf.c,721,6,721,13,CWE-120: Potential Buffer Overflow via memmove (unchecked length).,,716,726,"    if ((buf->alloc == XML_BUFFER_ALLOC_IO) && (buf->contentIO != NULL)) {
        start_buf = buf->content - buf->contentIO;

        if (start_buf > newSize) {
	    /* move data back to start */
	    memmove(buf->contentIO, buf->content, buf->use);
	    buf->content = buf->contentIO;
	    buf->content[buf->use] = 0;
	    buf->size += start_buf;
	} else {
	    rebuf = (xmlChar *) xmlRealloc(buf->contentIO, start_buf + newSize);"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/buf.c,749,3,749,9,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,744,754,"	     * better to make a new allocation and copy only the used range
	     * and free the old one.
	     */
	    rebuf = (xmlChar *) xmlMallocAtomic(newSize);
	    if (rebuf != NULL) {
		memcpy(rebuf, buf->content, buf->use);
		xmlFree(buf->content);
		rebuf[buf->use] = 0;
	    }
	}
	if (rebuf == NULL) {"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/dict.c,705,5,705,11,CWE-120: Potential Buffer Overflow via memset (unchecked length).,,700,710,"    dict->dict = xmlMalloc(size * sizeof(xmlDictEntry));
    if (dict->dict == NULL) {
	dict->dict = olddict;
	return(-1);
    }
    memset(dict->dict, 0, size * sizeof(xmlDictEntry));
    dict->size = size;

    /*	If the two loops are merged, there would be situations where
	a new entry needs to allocated and data copied into it from
	the main dict. It is nicer to run through the array twice, first"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/c14n.c,328,2,328,8,CWE-120: Potential Buffer Overflow via memset (unchecked length).,,323,333,"        cur->nodeTab = (xmlNodePtr*) xmlMalloc(XML_NAMESPACES_DEFAULT * sizeof(xmlNodePtr));
	if ((cur->nsTab == NULL) || (cur->nodeTab == NULL)) {
	    xmlC14NErrMemory(""adding node to stack"");
	    return;
	}
	memset(cur->nsTab, 0 , XML_NAMESPACES_DEFAULT * sizeof(xmlNsPtr));
	memset(cur->nodeTab, 0 , XML_NAMESPACES_DEFAULT * sizeof(xmlNodePtr));
        cur->nsMax = XML_NAMESPACES_DEFAULT;
    } else if(cur->nsMax == cur->nsCurEnd) {
	void *tmp;
	int tmpSize;"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/c14n.c,329,2,329,8,CWE-120: Potential Buffer Overflow via memset (unchecked length).,,324,334,"	if ((cur->nsTab == NULL) || (cur->nodeTab == NULL)) {
	    xmlC14NErrMemory(""adding node to stack"");
	    return;
	}
	memset(cur->nsTab, 0 , XML_NAMESPACES_DEFAULT * sizeof(xmlNsPtr));
	memset(cur->nodeTab, 0 , XML_NAMESPACES_DEFAULT * sizeof(xmlNodePtr));
        cur->nsMax = XML_NAMESPACES_DEFAULT;
    } else if(cur->nsMax == cur->nsCurEnd) {
	void *tmp;
	int tmpSize;
"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/c14n.c,300,2,300,8,CWE-120: Potential Buffer Overflow via memset (unchecked length).,,295,305,"    if(cur == NULL) {
        xmlC14NErrParam(""destroying namespaces stack"");
        return;
    }
    if(cur->nsTab != NULL) {
	memset(cur->nsTab, 0, cur->nsMax * sizeof(xmlNsPtr));
	xmlFree(cur->nsTab);
    }
    if(cur->nodeTab != NULL) {
	memset(cur->nodeTab, 0, cur->nsMax * sizeof(xmlNodePtr));
	xmlFree(cur->nodeTab);"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/c14n.c,304,2,304,8,CWE-120: Potential Buffer Overflow via memset (unchecked length).,,299,309,"    if(cur->nsTab != NULL) {
	memset(cur->nsTab, 0, cur->nsMax * sizeof(xmlNsPtr));
	xmlFree(cur->nsTab);
    }
    if(cur->nodeTab != NULL) {
	memset(cur->nodeTab, 0, cur->nsMax * sizeof(xmlNodePtr));
	xmlFree(cur->nodeTab);
    }
    memset(cur, 0, sizeof(xmlC14NVisibleNsStack));
    xmlFree(cur);
"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/runtest.c,3736,5,3736,11,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,3731,3741,"    if ((len > 499) || (len < 5)) {
	fprintf(stderr, ""len(base) == %d !\n"", len);
	return(-1);
    }
    len -= 4; /* remove trailing .rng */
    memcpy(prefix, base, len);
    prefix[len] = 0;

    /*
     * strictly unifying the error messages is nearly impossible this
     * hack is also done in the Makefile"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/dict.c,601,6,601,12,CWE-120: Potential Buffer Overflow via memset (unchecked length).,,596,606,"	dict->nbElems = 0;
        dict->dict = xmlMalloc(MIN_DICT_SIZE * sizeof(xmlDictEntry));
	dict->strings = NULL;
	dict->subdict = NULL;
        if (dict->dict) {
	    memset(dict->dict, 0, MIN_DICT_SIZE * sizeof(xmlDictEntry));
#ifdef DICT_RANDOMIZATION
            dict->seed = __xmlRandom();
#else
            dict->seed = 0;
#endif"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/encoding.c,391,5,391,11,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,386,396,"    /*
     * FIXME: Conversion functions must assure valid UTF-8, so we have
     * to check for UTF-8 validity. Preferably, this converter shouldn't
     * be used at all.
     */
    memcpy(out, inb, len);

    *outlen = len;
    *inlenb = len;
    return(*outlen);
}"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/buf.c,364,3,364,10,CWE-120: Potential Buffer Overflow via memmove (unchecked length).,,359,369,"	 * on IO buffers
	 */
	if ((buf->alloc == XML_BUFFER_ALLOC_IO) && (buf->contentIO != NULL)) {
	    size_t start_buf = buf->content - buf->contentIO;
	    if (start_buf >= buf->size) {
		memmove(buf->contentIO, &buf->content[0], buf->use);
		buf->content = buf->contentIO;
		buf->content[buf->use] = 0;
		buf->size += start_buf;
	    }
	}"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/buf.c,371,2,371,9,CWE-120: Potential Buffer Overflow via memmove (unchecked length).,,366,376,"		buf->content[buf->use] = 0;
		buf->size += start_buf;
	    }
	}
    } else {
	memmove(buf->content, &buf->content[len], buf->use);
	buf->content[buf->use] = 0;
    }
    UPDATE_COMPAT(buf)
    return(len);
}"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/dict.c,358,5,358,11,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,353,363,"        fprintf(stderr, ""+"");
#endif
    }
found_pool:
    ret = pool->free;
    memcpy(pool->free, prefix, plen);
    pool->free += plen;
    *(pool->free++) = ':';
    memcpy(pool->free, name, namelen);
    pool->free += namelen;
    *(pool->free++) = 0;"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/dict.c,361,5,361,11,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,356,366,"found_pool:
    ret = pool->free;
    memcpy(pool->free, prefix, plen);
    pool->free += plen;
    *(pool->free++) = ':';
    memcpy(pool->free, name, namelen);
    pool->free += namelen;
    *(pool->free++) = 0;
    pool->nbStrings++;
    return(ret);
}"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/runtest.c,3651,5,3651,11,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,3646,3656,"    if ((len > 499) || (len < 5)) {
        xmlRelaxNGFree(schemas);
	return(-1);
    }
    len -= 4; /* remove trailing .rng */
    memcpy(prefix, base, len);
    prefix[len] = 0;

    if (snprintf(pattern, 499, ""./test/relaxng/%s_?.xml"", prefix) >= 499)
        pattern[499] = 0;
"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/dict.c,290,5,290,11,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,285,295,"        fprintf(stderr, ""+"");
#endif
    }
found_pool:
    ret = pool->free;
    memcpy(pool->free, name, namelen);
    pool->free += namelen;
    *(pool->free++) = 0;
    pool->nbStrings++;
    return(ret);
}"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/testchar.c,602,5,602,11,CWE-120: Potential Buffer Overflow via memset (unchecked length).,,597,607,"    xmlParserCtxtPtr ctxt;
    xmlParserInputBufferPtr buf;
    xmlParserInputPtr input;
    int test_ret = 0;

    memset(data, 0, 5);

    /*
     * Set up a parsing context using the above data buffer as
     * the current input source.
     */"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/runtest.c,3486,5,3486,11,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,3481,3491,"        len -= 2; /* remove subtest number */
    }
    if (base[len - 2] == '_') {
        len -= 2; /* remove subtest number */
    }
    memcpy(prefix, base, len);
    prefix[len] = 0;

    if (snprintf(pattern, 499, ""./test/schemas/%s_*.xml"", prefix) >= 499)
        pattern[499] = 0;
"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/runtest.c,3494,2,3494,8,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,3489,3499,"    if (snprintf(pattern, 499, ""./test/schemas/%s_*.xml"", prefix) >= 499)
        pattern[499] = 0;

    if (base[len] == '_') {
        len += 2;
	memcpy(prefix, base, len);
	prefix[len] = 0;
    }

    globbuf.gl_offs = 0;
    glob(pattern, GLOB_DOOFFS, NULL, &globbuf);"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/xmlcatalog.c,81,10,81,15,CWE-120: Potential Buffer Overflow via fgets (unchecked length).,,76,86,"    int len;

    if (prompt != NULL)
	fprintf(stdout, ""%s"", prompt);
    fflush(stdout);
    if (!fgets(line_read, 500, stdin))
        return(NULL);
    line_read[500] = 0;
    len = strlen(line_read);
    ret = (char *) malloc(len + 1);
    if (ret != NULL) {"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/xmlcatalog.c,87,2,87,8,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,82,92,"        return(NULL);
    line_read[500] = 0;
    len = strlen(line_read);
    ret = (char *) malloc(len + 1);
    if (ret != NULL) {
	memcpy (ret, line_read, len + 1);
    }
    return(ret);
#endif
}
"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/runtest.c,3305,4,3305,10,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,3300,3310,"
   if ((context == NULL) || (buffer == NULL) || (len < 0))
       return(-1);

   if (len > urip_rlen) len = urip_rlen;
   memcpy(buffer, ptr, len);
   urip_rlen -= len;
   return(len);
}

static int"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/runtest.c,3116,6,3116,11,CWE-120: Potential Buffer Overflow via fgets (unchecked length).,,3111,3121,"
    while (1) {
	/*
	 * read one line in string buffer.
	 */
	if (fgets (&str[0], sizeof (str) - 1, f) == NULL)
	   break;

	/*
	 * remove the ending spaces
	 */"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/catalog.c,997,11,997,15,CWE-120: Potential Buffer Overflow via read (unchecked length).,,992,1002,"	fclose(fd);
#endif
        return (NULL);
    }
#ifdef HAVE_STAT
    len = read(fd, content, size);
    close(fd);
#else
    len = fread(content, 1, size, fd);
    fclose(fd);
#endif"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/runtest.c,2809,12,2809,17,CWE-120: Potential Buffer Overflow via fgets (unchecked length).,,2804,2814,"        xmlGenericError(xmlGenericErrorContext,
		""Cannot open %s for reading\n"", filename);
        free(temp);
	return(-1);
    }
    while (fgets(expression, 4500, input) != NULL) {
	len = strlen(expression);
	len--;
	while ((len >= 0) &&
	       ((expression[len] == '\n') || (expression[len] == '\t') ||
		(expression[len] == '\r') || (expression[len] == ' '))) len--;"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/testlimits.c,336,13,336,19,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,331,341,"    }
    if (instate == 0) {
        if (len >= rlen) {
            len = rlen;
            rlen = 0;
            memcpy(buffer, current, len);
            instate = 1;
            curlen = 0;
        } else {
            memcpy(buffer, current, len);
            rlen -= len;"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/testlimits.c,340,13,340,19,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,335,345,"            rlen = 0;
            memcpy(buffer, current, len);
            instate = 1;
            curlen = 0;
        } else {
            memcpy(buffer, current, len);
            rlen -= len;
            current += len;
        }
    } else if (instate == 2) {
        if (len >= rlen) {"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/testlimits.c,348,13,348,19,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,343,353,"        }
    } else if (instate == 2) {
        if (len >= rlen) {
            len = rlen;
            rlen = 0;
            memcpy(buffer, current, len);
            instate = 3;
            curlen = 0;
        } else {
            memcpy(buffer, current, len);
            rlen -= len;"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/testlimits.c,352,13,352,19,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,347,357,"            rlen = 0;
            memcpy(buffer, current, len);
            instate = 3;
            curlen = 0;
        } else {
            memcpy(buffer, current, len);
            rlen -= len;
            current += len;
        }
    } else if (instate == 1) {
        if (len > CHUNK) len = CHUNK;"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/testlimits.c,358,9,358,15,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,353,363,"            rlen -= len;
            current += len;
        }
    } else if (instate == 1) {
        if (len > CHUNK) len = CHUNK;
        memcpy(buffer, &filling[0], len);
        curlen += len;
        if (curlen >= maxlen) {
            rlen = strlen(crazy) - crazy_indx;
            current = &crazy[crazy_indx];
            instate = 2;"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/testlimits.c,189,13,189,19,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,184,194,"
    if (instate == 0) {
        if (len >= rlen) {
            len = rlen;
            rlen = 0;
            memcpy(buffer, current, len);
            instate = 1;
            curlen = 0;
            dotlen = maxlen / 10;
        } else {
            memcpy(buffer, current, len);"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/testlimits.c,194,13,194,19,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,189,199,"            memcpy(buffer, current, len);
            instate = 1;
            curlen = 0;
            dotlen = maxlen / 10;
        } else {
            memcpy(buffer, current, len);
            rlen -= len;
            current += len;
        }
    } else if (instate == 2) {
        if (len >= rlen) {"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/testlimits.c,202,13,202,19,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,197,207,"        }
    } else if (instate == 2) {
        if (len >= rlen) {
            len = rlen;
            rlen = 0;
            memcpy(buffer, current, len);
            instate = 3;
            curlen = 0;
        } else {
            memcpy(buffer, current, len);
            rlen -= len;"
local/cpp/cwe-120-overflow,local/cpp/cwe-120-overflow,warning,low,CWE-120,/home/shafi/STAILOR/dataset/55980/libxml2_55980_vul/testlimits.c,206,13,206,19,CWE-120: Potential Buffer Overflow via memcpy (unchecked length).,,201,211,"            rlen = 0;
            memcpy(buffer, current, len);
            instate = 3;
            curlen = 0;
        } else {
            memcpy(buffer, current, len);
            rlen -= len;
            current += len;
        }
    } else if (instate == 1) {
        if (len > CHUNK) len = CHUNK;"
